id,text,parent
C07EA03,Pindolol und Vasodilatatoren,
C07EA05,Propranolol und Vasodilatatoren,
C07EA19,Bupranolol und Vasodilatatoren,
C07FA02,Oxprenolol und andere Antihypertonika,
C07FA18,Metipranolol und andere Antihypertonika,
C07FA19,Bupranolol und andere Antihypertonika,
C07FB04,Acebutolol und andere Antihypertonika,
C07FB07,Bisoprolol und andere Antihypertonika,
C07FB22,Metoprolol und Nifedipin,
C07FB23,Atenolol und Nifedipin,
C07FB24,Metoprolol und Felodipin,
C07G,BETA-ADRENOZEPTOR-ANTAGONISTEN UND ANDERE MITTEL,
C07GA,"Beta-Adrenozeptor-Antagonisten, nicht selektiv, und andere Mittel",
C07GA19,Bupranolol und andere Mittel,
C08CA16,Clevidipin,
C08DA81,Verapamil in Kombination mit Chinidin,
C08GA02,Verapamil und Diuretika,
C09BA23,Moexipril und Hydrochlorothiazid,
C09BA25,Ramipril und Hydrochlorothiazid,
C09BB02,Enalapril und Lercanidipin,
C09BB04,Perindopril und Amlodipin,
C09BB06,Enalapril und Nitrendipin,
C09BB07,Ramipril und Amlodipin,
C09DB02,Olmesartan medoxomil und Amlodipin,
C09DB05,Irbesartan und Amlodipin,
C09DB06,Losartan und Amlodipin,
C09DX02,Valsartan und Aliskiren,
C09DX03,"Olmesartan medoxomil, Amlodipin und Hydrochlorothiazid",
C10AB11,Cholinfenofibrat,
C10AB12,Etofyllinclofibrat,
C10AD08,Xantinolnicotinat,
C10AD09,alfa-Tocopherolnicotinat,
C10AP,"Pflanzliche Mittel, die den Lipidstoffwechsel beeinflussen",
C10AP03,Knoblauchzwiebel,
C10AX10,Alipogen tiparvovec,
C10AX11,Mipomersen,
C10AX12,Beta-Sitosterin,
C10AX13,Phospholipide,
C10BB,"Fibrate in Kombination mit anderen Mitteln, die den Lipidstoffwechsel beeinflussen",
C10BB01,Clofibrat und Nicotins?ure,
C10BB02,"Clofibrat in Kombination mit anderen Mitteln, die den Lipidstoffwechsel beeinflussen",
C10BE,"Kombinationen von anderen Mitteln, die den Lipidstoffwechsel beeinflussen",
C10BE11,"Phospholipide, Kombinationen",
C10BP,"Pflanzliche Mittel, die den Lipidstoffwechsel beeinflussen, Kombinationen",
C10BP03,"Knoblauchzwiebel, Kombinationen",
C10BX02,Pravastatin und Acetylsalicyls?ure,
C10BX03,Atorvastatin und Amlodipin,
C10BX04,"Simvastatin, Acetylsalicyls?ure und Ramipril",
D01AA10,Amphotericin B,
D01AA51,"Nystatin, Kombinationen",
D01AA91,Nystatin und Zinkoxid,
D01AC19,Croconazol,
D01AC51,"Clotrimazol, Kombinationen",
D01AC53,"Econazol, Kombinationen",
D01AE24,Dichlorophen,
D01AE26,Bromsalicylisopropylamid,
D01AE51,"Bromchlorsalicylanilid, Kombinationen",
D01AE62,"Salicyls?ure, Kombinationen",
D01AE68,"Tolnaftat, Kombinationen",
D01AE74,"Dichlorophen, Kombinationen",
D01AE75,"Buclosamid, Kombinationen",
D02AA01,Dimeticon,
D02AA02,Phenylmethylpolysiloxan,
D02AA03,Polysiloxan,
D02AA20,Kombinationen,
D02AB01,Zinkoxid,
D02AB02,Zinksulfat,
D02AB51,"Zinkoxid, Kombinationen",
D02AB52,"Zinksulfat, Kombinationen",
D02AC01,Basistherapeutika,
D02AC02,Linols?ure,
D02AC05,Ethyllinolat,
D02AC52,"Linols?ure, Kombinationen",
D02AC54,"Paraffin, Kombinationen",
D02AD10,Verschiedene,
D02AE02,Carbamidperoxid,
D02AF01,Salicyls?ure,
D02AP,Pflanzliche Emollientia und Hautschutzmittel,
D02AP01,Nachtkerzensamen?l,
D02AP02,Oliven?l,
D02AP53,"Soja?l, Kombinationen",
D02AX03,Guajazulen,
D02AX05,Schwefel-haltige Mittel,
D02AX06,Glycerol,
D02AX07,Plazentaextrakt,
D02AX08,Glucose,
D02AX09,Thymol,
D02AX10,Kiesels?ure,
D02AX20,Kombinationen,
D02BA20,Kombinationen,
D02BB51,"Betacaroten, Kombinationen",
D03AA01,Lebertran,
D03AA51,"Lebertran, Kombinationen",
D03AC,Narbenbehandlungsmittel,
D03AC50,"Narbenbehandlungsmittel, Kombinationen",
D03AH,Hom?opathische und anthroposophische Wundbehandlungsmittel,
D03AH01,Calendula,
D03AH02,Echinacea,
D03AH20,Kombinationen,
D03AP,Pflanzliche Wundbehandlungsmittel,
D03AP01,Hamamelisbl?tter und -rinde,
D03AP02,Ringelblumenblten,
D03AP03,Arnikablten,
D03AP04,Kamillenblten,
D03AP05,Weizenkeimextrakt,
D03AP06,Maiskeim?l,
D03AP07,Echinaceakraut,
D03AP30,Kombinationen,
D03AP51,"Hamamelisbl?tter und -rinde, Kombinationen",
D03AP52,"Ringelblumenblten, Kombinationen",
D03AP54,"Kamillenblten, Kombinationen",
D03AP57,"Echinaceakraut, Kombinationen",
D03AX11,Tetrachlordecaoxid,
D03AX14,K?lberblutextrakt,
D03AX16,Asiaticosid,
D03AX17,Sauermolkekonzentrat,
D03AX18,Propolis,
D03AX27,Mineral?lraffinat,
D03AX31,Phloroglucin,
D03AX32,Fliegenlarven,
D03AX33,Aluminiumacetattartrat,
D03AX50,"Andere Wundbehandlungsmittel, Kombinationen",
D03AX53,"Dexpanthenol, Kombinationen",
D03AX69,"Titandioxid, Kombinationen",
D03AX70,"Siliciumdioxid, Kombinationen",
D03AX71,"Perubalsam, Kombinationen",
D03AX77,"Mineral?lraffinat, Kombinationen",
D03AX79,"Bakterienlysat, Kombinationen",
D03BA20,Kombinationen,
D03BA50,"Andere proteolytische Enzyme, Kombinationen",
D03BA53,"Protease, Kombinationen",
D03BA54,"Desoxyribonuclease, Kombinationen",
D03BA55,"Catalase, Kombinationen",
D04AA38,Pheniramin,
D04AA39,Diphenylpyralin,
D04AA40,Dioxopromethazin,
D04AA82,"Diphenhydramin, Kombinationen",
D04AA91,"Histapyrrodin, Kombinationen",
D04AB11,Polidocanol (Lauromacrogol 400),
D04AB51,"Lidocain, Kombinationen",
D04AB54,"Benzocain, Kombinationen",
D04AB61,"Polidocanol (Lauromacrogol 400), Kombinationen",
D04AH,Hom?opathische und anthroposophische Antipruriginosa,
D04AH01,Cardiospermum,
D04AH20,"Hom?opathische und anthroposophische Antipruriginosa, Kombinationen",
D04AX01,Gerbstoffe,
D04AX02,Crotamiton,
D04AX03,Bufexamac,
D04AX04,Isoprenalin,
D04AX05,Campher,
D04AX06,Aqua calcariae,
D04AX51,"Gerbstoff, Kombinationen",
D04AX54,"Isoprenalin, Kombinationen",
D04AX55,"Campher, Kombinationen",
D05AA01,Bituminosulfonate,
D05AA02,Steinkohlenteer,
D05AA50,"Andere Teere, Kombinationen",
D05AA51,"Bituminosulfonate, Kombinationen",
D05AA52,"Steinkohlenteer, Kombinationen",
D05AX51,"Fumars?ure, Kombinationen",
D05AX56,"Salicyls?ure, Kombinationen",
D05BH,Hom?opathische und anthroposophische Antipsoriatika zur systemischen Anwendung,
D05BH20,Kombinationen,
D05BX01,Fumars?ure,
D05BX20,Fumars?urealkylester,
D06AA05,Meclocyclin,
D06AA20,Kombinationen,
D06AX14,Framycetin,
D06AX20,Kombinationen,
D06AX52,"Chloramphenicol, Kombinationen",
D06AX54,"Neomycin, Kombinationen",
D06AX58,"Tyrothricin, Kombinationen",
D06AX64,"Framycetin, Kombinationen",
D06BA10,Sulfisomidin,
D06BA50,"Andere Sulfonamide, Kombinationen",
D06BA55,"Sulfanilamid, Kombinationen",
D06BA62,"Sulfacetamid, Kombinationen",
D06BA63,"Sulfacarbamid, Kombinationen",
D06BA64,"Sulfisoxazol, Kombinationen",
D06BB12,Sinecatechins,
D06BB13,Foscarnet,
D06BB15,Vidarabin,
D06BB20,Kombinationen,
D06BB53,"Aciclovir, Kombinationen",
D06BB65,"Vidarabin, Kombinationen",
D06BP,Pflanzliche Chemotherapeutika zur topischen Anwendung,
D06BP01,Melissenbl?tter,
D06BP02,Salbeibl?tter,
D06BP03,Grner Tee,
D07BB05,Dexamethason und Antiseptika,
D07BB06,Flupredniden und Antiseptika,
D07BC05,Halometason und Antiseptika,
D07BC07,Fludroxycortid und Antiseptika,
D07CB06,Hydrocortisonbutyrat und Antibiotika,
D07CD02,Halcinonid und Antibiotika,
D07XB10,Clocortolon,
D07XC05,Fluocortolon,
D08AB01,Aluminiumchloridhydroxid-Komplex,
D08AB10,Aluminiumpulver,
D08AB52,"Aluminiumchlorid, Kombinationen",
D08AC54,"Hexamidin, Kombinationen",
D08AC55,"Polihexanid, Kombinationen",
D08AE08,Xylenol,
D08AE50,"Andere Phenole und Derivate, Kombinationen",
D08AE51,"Hexachlorophen, Kombinationen",
D08AE53,"Phenol, Kombinationen",
D08AE56,"Biphenylol, Kombinationen",
D08AE57,"Chlorocresol, Kombinationen",
D08AG52,"Povidon-Iod, Kombinationen",
D08AH10,Cloxiquin,
D08AH51,"Dequalinium, Kombinationen",
D08AH53,"Oxichinolin, Kombinationen",
D08AH60,"Cloxiquin, Kombinationen",
D08AJ08,Benzethoniumchlorid,
D08AJ51,"Benzalkonium, Kombinationen",
D08AJ53,"Cetylpyridinium, Kombinationen",
D08AJ60,"Methalkoniumchlorid, Kombinationen",
D08AK10,Phenylquecksilber(II)-acetat,
D08AK11,Quecksilbercyanid,
D08AK52,"Phenylmercuriborat, Kombinationen",
D08AK60,"Phenylquecksilber(II)-acetat, Kombinationen",
D08AL02,Methenamin-Silbernitrat,
D08AL50,"Andere Silber-haltige Verbindungen, Kombinationen",
D08AX09,Oxoferin-Reaktionsprodukt,
D08AX10,Bituminosulfonate,
D08AX11,Glutaral,
D08AX14,Basisches Bismutgallat,
D08AX19,Formaldehyd,
D08AX20,Terpentin-Derivate,
D08AX30,Kombinationen,
D08AX51,"Wasserstoffperoxid, Kombinationen",
D08AX55,"Isopropanol, Kombinationen",
D08AX69,"Formaldehyd, Kombinationen",
D09AA16,Sulfadiazin-Silber,
D09AA30,Kombinationen,
D09AA51,"Framycetin, Kombinationen",
D09AA65,"Silber, Kombinationen",
D09AC,Andere Verbandmittel,
D09AC02,Verbandmittel mit Aluminiumchloridhydroxid-Komplex,
D09AC03,Verbandmittel mit Perubalsam,
D09AC04,Verbandmittel mit Ibuprofen,
D09AC50,"Andere Verbandmittel, Kombinationen",
D09AX01,Verbandmittel mit Vaselin,
D10AA06,Prednisolon,
D10AA07,Clocortolon,
D10AD52,"Retinol, Kombinationen",
D10AF05,Tetracyclin,
D10AF06,Nadifloxacin,
D10AX05,Dapson,
D10AX07,Polydimethylsiliconharz,
D10AX08,Natriumtetraborat,
D10AX09,Hexachlorophen,
D10AX10,Benzalkoniumchlorid,
D10AX11,Salicyls?ure,
D10AX12,Bituminosulfonate,
D10AX52,"Resorcin, Kombinationen",
D10AX59,"Hexachlorophen, Kombinationen",
D10AX60,"Benzalkoniumchlorid, Kombinationen",
D10AX61,"Salicyls?ure, Kombinationen",
D10AX62,"Bituminosulfonate, Kombinationen",
D10BH,Hom?opathische und anthroposophische Aknemittel zur systemischen Anwendung,
D10BH20,Kombinationen,
D10BX02,Zinksulfat,
D10BX50,"Andere systemische Aknemittel, Kombinationen",
D11AA01,Salbeibl?tter,
D11AA02,Aluminiumsalze,
D11AA03,Methenamin,
D11AA50,"Andere Antihidrotika, Kombinationen",
D11AA51,"Salbeibl?tter, Kombinationen",
D11AA52,"Aluminiumsalze, Kombinationen",
D11AA53,"Methenamin, Kombinationen",
D11AB,Dermatologische Balneotherapeutika,
D11AB01,Kamillenbltenextrakt,
D11AB02,Wacholderbeeren,
D11AB05,Sojabohnen?l,
D11AB06,Erdnuss?l,
D11AB09,Fumars?ure,
D11AB11,Steinkohlenteer,
D11AB12,Bituminosulfonate,
D11AB14,Natriumhydrogencarbonat,
D11AB30,Kombinationen,
D11AB50,"Andere dermatologische Balneotherapeutika, Kombinationen",
D11AB51,"Kamillenbltenextrakt, Kombinationen",
D11AB55,"Sojabohnen?l, Kombinationen",
D11AB56,"Erdnuss?l, Kombinationen",
D11AB58,"Paraffin, Kombinationen",
D11AB61,"Steinkohlenteer, Kombinationen",
D11AB62,"Bituminosulfonate, Kombinationen",
D11AB63,"Aluminiumsalze, Kombinationen",
D11AC10,Pyrithion zink,
D11AC11,Bituminosulfonate,
D11AC13,Benzoylperoxid,
D11AC15,Panthenol,
D11AC50,"Andere medizinische Haarwaschmittel, Kombinationen",
D11AC52,"Cadmium-haltige Verbindungen, Kombinationen",
D11AC58,"Schwefel-haltige Verbindungen, Kombinationen",
D11AC61,"Bituminosulfonate, Kombinationen",
D11AF01,Salicyls?ure,
D11AF03,Kaliumhydroxid,
D11AF05,Fluorouracil,
D11AF06,"Interferon beta, natrlich",
D11AF07,Chloressigs?ure,
D11AF51,"Salicyls?ure, Kombinationen",
D11AF52,"Salpeters?ure, Kombinationen",
D11AF55,"Fluorouracil, Kombinationen",
D11AG,Medizinische Seifen,
D11AG02,Kamillenblten,
D11AG03,Hamamelisbl?tter und -rinde,
D11AG50,"Waschlotionen/Seife, Kombinationen",
D11AH03,Cromoglicins?ure,
D11AH04,Alitretinoin,
D11AX21,Hyalurons?ure,
D11AX22,Kaliumaminobenzoat,
D11AX23,Hefe,
D11AX26,Estradiol,
D11AX28,Cellulose,
D11AX29,Mikroorganismen,
D11AX31,Bittersssst?ngel,
D11AX50,"Andere Dermatika, Kombinationen",
D11B,ANDERE HOM?OPATHISCHE UND ANTHROPOSOPHISCHE DERMATIKA,
D11BH,Andere hom?opathische und anthroposophische Dermatika,
D11BH10,Verschiedene,
D11BH20,Kombinationen,
D11BH51,"Thuja, Kombinationen",
G01AA14,Neomycin,
G01AA20,Kombinationen,
G01AA64,"Neomycin, Kombinationen",
G01AX17,Bituminosulfonate,
G01AX20,Kombinationen,
G01AX21,Chlorphenesin,
G01AX22,Hexetidin,
G01AX26,Monalazon,
G01AX67,"Bituminosulfonate, Kombinationen",
G01AX75,"Guajazulen, Kombinationen",
G01AX77,"Milcheiwei , Kombinationen",
G01BA01,Antibiotika und Corticosteroide,
G01BD01,Antiseptika und Corticosteroide,
G01BE50,"Sulfonamiden und Corticosteroide, Kombinationen mit Antibiotika",
G02AD06,Misoprostol,
G02BB02,Nonoxinol 9,
G02CB06,Tergurid,
G02CD,Andere Vaginaltherapeutika,
G02CD01,Mineral?l,
G02CD05,Lebertran,
G02CD07,Dexpanthenol,
G02CD08,Naturmoor,
G02CD09,Hyalurons?ure,
G02CD20,Kombinationen,
G02CH,Andere hom?opathische und anthroposophische Gyn?kologika,
G02CH01,Agnus castus,
G02CH02,Cimicifuga racemosa,
G02CH10,Verschiedene,
G02CH20,"Hom?opathische und anthroposophische Kombinationen, Antidysmenorrhoika",
G02CH30,"Hom?opathische und anthroposophische Kombinationen, Klimakteriumstherapeutika",
G02CP,Andere pflanzliche Gyn?kologika,
G02CP01,Keuschlammfrchte,
G02CP02,Hirtent?schelkraut,
G02CP03,Cimicifugawurzelstock,
G02CP04,Rhapontikrhabarberwurzel,
G02CP05,G?nsefingerkraut,
G02CP06,Sojabohnen,
G02CP53,"Cimicifugawurzelstock, Kombinationen",
G02CP54,"Rhapontikrhabarberwurzel, Kombinationen",
G02CP55,"Tollkirsche, Kombinationen",
G02CX02,Flibanserin,
G02CX03,Milzextrakt,
G02CX04,Ovarialextrakt,
G02CX55,"Abucetamid, Kombinationen",
G02CX56,"Theobromin, Kombinationen",
G03AA15,Chlormadinon und Estrogen,
G03AA17,Dienogest und Estrogen,
G03AB08,Dienogest und Estrogen,
G03AB09,Norgestimat und Estrogen,
G03AD,Notfallkontrazeptiva,
G03AD01,Levonorgestrel,
G03AD02,Ulipristal,
G03CA10,Mestranol,
G03CC07,Estradiol,
G03CC08,Konjugierte Estrogene,
G03CD,"Estrogene, vaginale Zubereitungen",
G03CD01,Estriol,
G03CD03,Estradiol,
G03CD51,"Estriol, Kombinationen",
G03CD53,"Estradiol, Kombinationen",
G03DA06,Levonorgestrel,
G03DB08,Dienogest,
G03DD,"Gestagene, topische Zubereitungen",
G03DD01,Progesteron,
G03FA20,Chlormadinon und Estrogen,
G03FC,"Gestagene und Estrogene, Kombinationen mit anderen Mitteln",
G03FC01,Norethisteron und Estrogen,
G03GA21,Lutropin alfa und Follitropin alfa,
G03GA30,Kombinationen,
G04BA04,L-Methionin,
G04BA51,"Ammoniumchlorid, Kombinationen",
G04BC01,Kalium-Natrium-Hydrogencitrat,
G04BC50,"Andere Harnkonkrement l?sende Mittel, Kombinationen",
G04BD13,Dicycloverin,
G04BD15,Atropin,
G04BD20,Phenoxybenzamin,
G04BD59,"Trospiumchlorid, Kombinationen",
G04BD63,"Dicycloverin, Kombinationen",
G04BD65,"Atropin, Kombinationen",
G04BD66,"Ethaverin, Kombinationen",
G04BE54,"Yohimbin, Kombinationen",
G04BE70,"Andere Mittel bei erektiler Dysfunktion, Kombinationen mit Psycholeptika",
G04BH,Hom?opathische und anthroposophische Urologika,
G04BH10,Verschiedene,
G04BH20,Kombinationen,
G04BP,Pflanzliche Urologika,
G04BP01,B?rentraubenbl?tter,
G04BP02,Birkenbl?tter,
G04BP03,Orthosiphonbl?tter,
G04BP04,Glockenbilsenkrautwurzelstock,
G04BP05,Lespedezakraut,
G04BP06,Goldrutenkraut,
G04BP07,Krbissamen,
G04BP08,Brennnesselkraut und -bl?tter,
G04BP30,Kombinationen,
G04BP50,"Andere pflanzliche Urologika, Kombinationen",
G04BP51,"B?rentraubenbl?tter, Kombinationen",
G04BX14,Dapoxetin,
G04BX15,Natriumpentosanpolysulfat,
G04BX16,Hyalurons?ure,
G04BX17,Chondroitinsulfat,
G04BX18,Duloxetin,
G04BX19,Chlorhexidin,
G04BX20,Escherichia coli,
G04BX50,"Andere Urologika, Kombinationen",
G04CA05,Doxazosin,
G04CA51,Alfuzosin und Finasterid,
G04CA52,Tamsulosin und Dutasterid,
G04CH,Hom?opathische und anthroposophische Prostatamittel,
G04CH01,Sabal serrulatum,
G04CH20,Kombinationen,
G04CP,Pflanzliche Prostatamittel,
G04CP02,Brennnesselwurzel,
G04CP03,Pollenextrakt,
G04CP05,Krbissamen,
G04CP06,S?gepalmenfrchte,
G04CP07,Pygeum africanum,
G04CP30,Kombinationen,
G04CP50,Kombinationen mit anderen Mitteln,
G04CP52,"Brennnesselwurzel, Kombinationen",
G04CP55,"Krbissamen, Kombinationen",
G04CP56,"S?gepalmenfrchte, Kombinationen",
G04CX04,Beta-Sitosterin,
G04CX54,"Beta-Sitosterin, Kombinationen",
H01AC05,Mecasermin rinfabat,
H01AC06,Tesamorelin,
H01CA04,Leuprorelin,
H01CA05,Goserelin,
H01CA06,Buserelin,
H01CA07,Triptorelin,
H01CB04,Vapreotid,
H02AB51,Betamethason-Depot,
H02AB54,Methylprednisolon-Depot,
H02AB56,Prednisolon-Depot,
H02AB58,Triamcinolon-Depot,
H02BX02,"Dexamethason, Kombinationen",
H02BX06,"Prednisolon, Kombinationen",
H02BX08,"Triamcinolon, Kombinationen",
H02BX09,"Betamethason, Kombinationen",
H02BX20,Kombinationen,
H02BX21,"Desoxycorton, Kombinationen",
H03AA51,"Levothyroxin, Kombinationen",
H03AA53,"Kombinationen von Levothyroxin und Liothyronin, Kombinationen",
H03BC02,Natriumperchlorat,
H03BH,Hom?opathische und anthroposophische Thyreostatika,
H03BH20,Kombinationen,
H03BP,Pflanzliche Thyreostatika,
H03BP01,Wolfstrappkraut,
H03BP51,"Wolfstrappkraut, Kombinationen",
H03CA01,Iodide,
H03CA51,"Iodid, Kombinationen",
H05AH,Hom?opathische und anthroposophische Nebenschilddrsenhormone,
H05AH01,Glandulae parathyreoidea,
H05BX02,Paricalcitol,
H05BX03,Doxercalciferol,
J01AA57,"Tetracyclin, Kombinationen",
J01BA51,"Chloramphenicol, Kombinationen",
J01CA19,Aspoxicillin,
J01CE11,Clemizol-Penicillin,
J01CE52,"Phenoxymethylpenicillin, Kombinationen",
J01DC12,Cefminox,
J01DC13,Cefbuperazon,
J01DC14,Flomoxef,
J01DD17,Cefcapen,
J01DE03,Cefozopran,
J01DF02,Carumonam,
J01DH05,Biapenem,
J01DH55,Panipenem und Betamipron,
J01EA03,Iclaprim,
J01EB09,Sulfacarbamid,
J01EB11,Formylsulfisomidin,
J01EB59,"Sulfacarbamid, Kombinationen",
J01EB70,"Andere kurzwirksame Sulfonamide, Kombinationen",
J01EC52,"Sulfadiazin, Kombinationen",
J01ED11,Sulfaclomid,
J01EE51,"Sulfamethoxazol und Trimethoprim, Kombinationen",
J01FA16,Erythromycinstinoprat,
J01GB12,Arbekacin,
J01GB13,Bekanamycin,
J01GB53,"Gentamicin, Kombinationen",
J01GB55,"Neomycin, Kombinationen",
J01GB64,"Framycetin, Kombinationen",
J01MA21,Sitafloxacin,
J01XA04,Dalbavancin,
J01XA05,Oritavancin,
J01XE51,"Nitrofurantoin, Kombinationen",
J01XX10,Bacitracin,
J01XX55,"Methenamin, Kombinationen",
J04AM07,"Protionamid, Kombinationen",
J05AC04,Amantadin,
J05AE11,Telaprevir,
J05AE12,Boceprevir,
J05AF12,Clevudin,
J05AR05,"Zidovudin, Lamivudin und Nevirapin",
J05AR07,"Stavudin, Lamivudin und Nevirapin",
J05AR10,Lopinavir und Ritonavir,
J05AX10,Maribavir,
J05AX51,"Moroxydin, Kombinationen",
J06BB17,Motavizumab,
J06BC10,Andere Immunglobuline,
J07AG53,"Haemophilus influenzae B, Kombinationen mit Meningokokkus C, konjugiert",
J07AH09,"Meningokokken B, Multikomponenten-Impfstoff",
J07AX01,Lactobacillus acidophilus,
J07AX52,"Lactobacillus St?mme, Kombinationen",
J07AX53,"Enterobacteriacae St?mme, Kombinationen",
J07BC03,"Hepatitis A, gereinigtes Antigen",
J07BX02,Inaktiviertes Herpes-simplex-Virus,
J07CA13,Diphtherie-Haemophilus-influenzae B-Pertussis-Tetanus-Hepatitis B-Meningokokkus  A + C,
L01AA09,Bendamustin,
L01BA05,Pralatrexat,
L01BC07,Azacitidin,
L01BC08,Decitabin,
L01BC73,"Tegafur, Gimeracil und Oteracil",
L01CA05,Vinflunin,
L01CD03,Paclitaxel poliglumex,
L01CD04,Cabazitaxel,
L01CH,Andere hom?opathische und anthroposophische Mittel,
L01CH01,Mistelkraut,
L01CP,Andere pflanzliche Mittel,
L01CP01,Mistelkraut,
L01CP02,Venusfliegenfalle,
L01CP50,"Andere pflanzliche Mittel, Kombinationen",
L01DB10,Amrubicin,
L01DB11,Pixantron,
L01DC04,Ixabepilon,
L01XA04,Satraplatin,
L01XA05,Polyplatillen,
L01XC09,Catumaxomab,
L01XC10,Ofatumumab,
L01XC11,Ipilimumab,
L01XC12,Brentuximab vedotin,
L01XD06,Efaproxiral,
L01XD07,Methoxsalen,
L01XE10,Everolimus,
L01XE11,Pazopanib,
L01XE12,Vandetanib,
L01XE13,Afatinib,
L01XE14,Bosutinib,
L01XE15,Vemurafenib,
L01XE16,Crizotinib,
L01XE17,Axitinib,
L01XE18,Ruxolitinib,
L01XX36,Oblimersen,
L01XX37,Sitimagen ceradenovec,
L01XX38,Vorinostat,
L01XX39,Romidepsin,
L01XX40,Omacetaxin mepesuccinat,
L01XX41,Eribulin,
L01XX42,Panobinostat,
L02AA05,Chlorotrianisen,
L02AE05,Histrelin,
L02BG09,Testolacton,
L02BX02,Degarelix,
L02BX03,Abirateron,
L03AB12,Albinterferon alfa-2b,
L03AB13,Interferon gamma 1b,
L03AB60,"Peginterferon alfa-2b, Kombinationen",
L03AB61,"Peginterferon alfa-2a, Kombinationen",
L03AG,Bakterielle Immunstimulanzien,
L03AG01,Enterococcus faecalis,
L03AG02,Bacillus subtilis,
L03AG03,Mycobacterium phlei,
L03AG04,Escherichia coli,
L03AG05,Bacillus cereus,
L03AG50,"Andere bakterielle Immunstimulanzien, Kombinationen",
L03AG51,"Enterococcus, Kombinationen",
L03AH,Hom?opathische und anthroposophische Immunstimulanzien,
L03AH01,Echinacea purpurea,
L03AH02,Echinacea angustifolia,
L03AH10,Verschiedene,
L03AH20,Kombinationen,
L03AH50,Kombinationen mit anderen Mitteln,
L03AP,Pflanzliche Immunstimulanzien,
L03AP01,Echinacea-purpurea-Presssaft,
L03AP02,Echinacea-pallida-Wurzel,
L03AP03,Echinacea-angustifolia-Wurzel und -Kraut,
L03AP50,"Andere pflanzliche Immunstimulanzien, Kombinationen",
L03AP51,"Echinacea-purpurea-Presssaft, Kombinationen",
L03AP52,"Echinacea-pallida-Wurzel, Kombinationen",
L03AP53,"Echinacea-angustifolia-Wurzel und -Kraut, Kombinationen",
L03AX15,Mifamurtid,
L03AX16,Plerixafor,
L03AX17,Sipuleucel-T,
L03AX18,Milzhydrolysat,
L03AX19,Leukozyten,
L03AX20,Andere Organextrakte,
L03AX23,Levamisol,
L03AX24,Histaglobin,
L03AX25,Thymuspeptide,
L03AX50,"Andere Zytokine und Immunstimulanzien, Kombinationen",
L03AX71,"Inosin, Kombinationen",
L04AA26,Belimumab,
L04AA27,Fingolimod,
L04AA28,Belatacept,
L04AB03,Afelimomab,
L04AB05,Certolizumab pegol,
L04AB06,Golimumab,
L04AC04,Rilonacept,
L04AC05,Ustekinumab,
L04AC06,Mepolizumab,
L04AC07,Tocilizumab,
L04AC08,Canakinumab,
L04AC09,Briakinumab,
L04AC10,Secukinumab,
L04AD03,Voclosporin,
L04AX05,Pirfenidon,
M01AA07,Pyrazinobutazon,
M01AA51,"Phenylbutazon, Kombinationen",
M01AA52,"Mofebutazon, Kombinationen",
M01AA53,"Oxyphenbutazon, Kombinationen",
M01AB19,Carbamoylphenoxyessigs?ure,
M01AB69,"Carbamoylphenoxyessigs?ure, Kombinationen",
M01AC03,Isoxicam,
M01AC56,"Meloxicam, Kombinationen",
M01AE18,Naproxcinod,
M01AE20,Carprofen,
M01AE52,Naproxen und Esomeprazol,
M01AE56,Naproxen und Misoprostol,
M01AG06,Etofenamat,
M01AX26,"Avocado und Sojabohnen?l, unverseift",
M01AX27,Mucopolysaccharidpolyschwefels?ureester,
M01AX55,"Glucosamin, Kombinationen",
M01BA04,Mofebutazon und Corticosteroide,
M01BA05,Oxyphenbutazon und Corticosteroide,
M01BA06,Salicylamid und Corticosteroide,
M01BA07,Metamizol und Corticosteroide,
M01BA08,Kebuzon und Corticosteroide,
M01BP,Andere pflanzliche Antiphlogistika/Antirheumatika in Kombination,
M01BP30,Kombinationen,
M01BX01,"Enzyme, Kombinationen",
M01BX02,"Organextrakt, Kombinationen",
M01CB06,Aurothiopolypeptid,
M01CX01,Methotrexat,
M01CX02,Sulfasalazin,
M02AA20,Kebuzon,
M02AA26,Nimesulid,
M02AA27,Flufenamins?ure,
M02AA54,"Oxyphenbutazon, Kombinationen",
M02AA56,"Etofenamat, Kombinationen",
M02AA73,"Indometacin, Kombinationen",
M02AA77,"Flufenamins?ure, Kombinationen",
M02AA78,"Ramifenazon, Kombinationen",
M02AB02,Zucapsaicin,
M02AB03,Nonivamid,
M02AB51,"Capsaicin, Kombinationen",
M02AB53,"Nonivamid, Kombinationen",
M02AC01,Hydroxyethylsalicylat,
M02AC02,Methylsalicylat,
M02AC50,"Andere Zubereitungen mit Salicyls?ure-Derivaten, Kombinationen",
M02AC51,"Hydroxyethylsalicylat, Kombinationen",
M02AC52,"Methylsalicylat, Kombinationen",
M02AC53,"Hydroxypropylsalicylat, Kombinationen",
M02AC54,"Monoethanolaminsalicylat, Kombinationen",
M02AC55,"Diethylaminsalicylat, Kombinationen",
M02AC56,"Bornylsalicylat, Kombinationen",
M02AC57,"Salicyls?ure, Kombinationen",
M02AD,Zubereitungen mit Nicotins?ure-Derivaten,
M02AD01,Propylnicotinat,
M02AD02,Benzylnicotinat,
M02AD50,"Andere Zubereitungen mit Nicotins?ure-Derivaten, Kombinationen",
M02AD51,"Propylnicotinat, Kombinationen",
