id,text,parent,
Y2503,"Skadehändelse med sprängämne, med oklar avsikt-bostad-annan sysselsättning",,
Y2504,"Skadehändelse med sprängämne, med oklar avsikt-bostad-vitalaktivitet",,
Y2508,"Skadehändelse med sprängämne, med oklar avsikt-bostad-andra aktiviteter",,
Y2509,"Skadehändelse med sprängämne, med oklar avsikt-bostad-ospec aktiviteter",,
Y2510,"Skadehändelse med sprängämne, med oklar avsikt-institutionellt boende-idrott",,
Y2511,"Skadehändelse med sprängämne, med oklar avsikt-institutionellt boende-lek,fritid",,
Y2512,"Skadehändelse med sprängämne, med oklar avsikt-institutionellt boende-förvärvsarbete",,
Y2513,"Skadehändelse med sprängämne, med oklar avsikt-institutionellt boende-annan sysselsättning",,
Y2514,"Skadehändelse med sprängämne, med oklar avsikt-institutionellt boende-vitalaktivitet",,
Y2518,"Skadehändelse med sprängämne, med oklar avsikt-institutionellt boende-andra aktiviteter",,
Y2519,"Skadehändelse med sprängämne, med oklar avsikt-institutionellt boende-ospec aktiviteter",,
Y2520,"Skadehändelse med sprängämne, med oklar avsikt-skola, offentlig lokal-idrott",,
Y2521,"Skadehändelse med sprängämne, med oklar avsikt-skola, offentlig lokal-lek,fritid",,
Y2522,"Skadehändelse med sprängämne, med oklar avsikt-skola, offentlig lokal-förvärvsarbete",,
Y2523,"Skadehändelse med sprängämne, med oklar avsikt-skola, offentlig lokal-annan sysselsättning",,
Y2524,"Skadehändelse med sprängämne, med oklar avsikt-skola, offentlig lokal-vitalaktivitet",,
Y2528,"Skadehändelse med sprängämne, med oklar avsikt-skola, offentlig lokal-andra aktiviteter",,
Y2529,"Skadehändelse med sprängämne, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter",,
Y2530,"Skadehändelse med sprängämne, med oklar avsikt-idrottsanläggning-idrott",,
Y2531,"Skadehändelse med sprängämne, med oklar avsikt-idrottsanläggning-lek,fritid",,
Y2532,"Skadehändelse med sprängämne, med oklar avsikt-idrottsanläggning-förvärvsarbete",,
Y2533,"Skadehändelse med sprängämne, med oklar avsikt-idrottsanläggning-annan sysselsättning",,
Y2534,"Skadehändelse med sprängämne, med oklar avsikt-idrottsanläggning-vitalaktivitet",,
Y2538,"Skadehändelse med sprängämne, med oklar avsikt-idrottsanläggning-andra aktiviteter",,
Y2539,"Skadehändelse med sprängämne, med oklar avsikt-idrottsanläggning-ospec aktiviteter",,
Y2540,"Skadehändelse med sprängämne, med oklar avsikt-gata-idrott",,
Y2541,"Skadehändelse med sprängämne, med oklar avsikt-gata-lek,fritid",,
Y2542,"Skadehändelse med sprängämne, med oklar avsikt-gata-förvärvsarbete",,
Y2543,"Skadehändelse med sprängämne, med oklar avsikt-gata-annan sysselsättning",,
Y2544,"Skadehändelse med sprängämne, med oklar avsikt-gata-vitalaktivitet",,
Y2548,"Skadehändelse med sprängämne, med oklar avsikt-gata-andra aktiviteter",,
Y2549,"Skadehändelse med sprängämne, med oklar avsikt-gata-ospec aktiviteter",,
Y2550,"Skadehändelse med sprängämne, med oklar avsikt-serviceområde-idrott",,
Y2551,"Skadehändelse med sprängämne, med oklar avsikt-serviceområde-lek,fritid",,
Y2552,"Skadehändelse med sprängämne, med oklar avsikt-serviceområde-förvärvsarbete",,
Y2553,"Skadehändelse med sprängämne, med oklar avsikt-serviceområde-annan sysselsättning",,
Y2554,"Skadehändelse med sprängämne, med oklar avsikt-serviceområde-vitalaktivitet",,
Y2558,"Skadehändelse med sprängämne, med oklar avsikt-serviceområde-andra aktiviteter",,
Y2559,"Skadehändelse med sprängämne, med oklar avsikt-serviceområde-ospec aktiviteter",,
Y2560,"Skadehändelse med sprängämne, med oklar avsikt-industriområde-idrott",,
Y2561,"Skadehändelse med sprängämne, med oklar avsikt-industriområde-lek,fritid",,
Y2562,"Skadehändelse med sprängämne, med oklar avsikt-industriområde-förvärvsarbete",,
Y2563,"Skadehändelse med sprängämne, med oklar avsikt-industriområde-annan sysselsättning",,
Y2564,"Skadehändelse med sprängämne, med oklar avsikt-industriområde-vitalaktivitet",,
Y2568,"Skadehändelse med sprängämne, med oklar avsikt-industriområde-andra aktiviteter",,
Y2569,"Skadehändelse med sprängämne, med oklar avsikt-industriområde-ospec aktiviteter",,
Y2570,"Skadehändelse med sprängämne, med oklar avsikt-lantbruksområde-idrott",,
Y2571,"Skadehändelse med sprängämne, med oklar avsikt-lantbruksområde-lek,fritid",,
Y2572,"Skadehändelse med sprängämne, med oklar avsikt-lantbruksområde-förvärvsarbete",,
Y2573,"Skadehändelse med sprängämne, med oklar avsikt-lantbruksområde-annan sysselsättning",,
Y2574,"Skadehändelse med sprängämne, med oklar avsikt-lantbruksområde-vitalaktivitet",,
Y2578,"Skadehändelse med sprängämne, med oklar avsikt-lantbruksområde-andra aktiviteter",,
Y2579,"Skadehändelse med sprängämne, med oklar avsikt-lantbruksområde-ospec aktiviteter",,
Y2580,"Skadehändelse med sprängämne, med oklar avsikt-andra områden-idrott",,
Y2581,"Skadehändelse med sprängämne, med oklar avsikt-andra områden-lek,fritid",,
Y2582,"Skadehändelse med sprängämne, med oklar avsikt-andra områden-förvärvsarbete",,
Y2583,"Skadehändelse med sprängämne, med oklar avsikt-andra områden-annan sysselsättning",,
Y2584,"Skadehändelse med sprängämne, med oklar avsikt-andra områden-vitalaktivitet",,
Y2588,"Skadehändelse med sprängämne, med oklar avsikt-andra områden-andra aktiviteter",,
Y2589,"Skadehändelse med sprängämne, med oklar avsikt-andra områden-ospec aktiviteter",,
Y2590,"Skadehändelse med sprängämne, med oklar avsikt-ospec område-idrott",,
Y2591,"Skadehändelse med sprängämne, med oklar avsikt-ospec område-lek,fritid",,
Y2592,"Skadehändelse med sprängämne, med oklar avsikt-ospec område-förvärvsarbete",,
Y2593,"Skadehändelse med sprängämne, med oklar avsikt-ospec område-annan sysselsättning",,
Y2594,"Skadehändelse med sprängämne, med oklar avsikt-ospec område-vitalaktivitet",,
Y2598,"Skadehändelse med sprängämne, med oklar avsikt-ospec område-andra aktiviteter",,
Y2599,"Skadehändelse med sprängämne, med oklar avsikt-ospec område-ospec aktiviteter",,
Y26,"Exposure to smoke, fire and flames, undetermined intent",,
Y2600,"Exponering för rök och öppen eld, med oklar avsikt-bostad-idrott",,
Y2601,"Exponering för rök och öppen eld, med oklar avsikt-bostad-lek,fritid",,
Y2602,"Exponering för rök och öppen eld, med oklar avsikt-bostad-förvärvsarbete",,
Y2603,"Exponering för rök och öppen eld, med oklar avsikt-bostad-annan sysselsättning",,
Y2604,"Exponering för rök och öppen eld, med oklar avsikt-bostad-vitalaktivitet",,
Y2608,"Exponering för rök och öppen eld, med oklar avsikt-bostad-andra aktiviteter",,
Y2609,"Exponering för rök och öppen eld, med oklar avsikt-bostad-ospec aktiviteter",,
Y2610,"Exponering för rök och öppen eld, med oklar avsikt-institutionellt boende-idrott",,
Y2611,"Exponering för rök och öppen eld, med oklar avsikt-institutionellt boende-lek,fritid",,
Y2612,"Exponering för rök och öppen eld, med oklar avsikt-institutionellt boende-förvärvsarbete",,
Y2613,"Exponering för rök och öppen eld, med oklar avsikt-institutionellt boende-annan sysselsättning",,
Y2614,"Exponering för rök och öppen eld, med oklar avsikt-institutionellt boende-vitalaktivitet",,
Y2618,"Exponering för rök och öppen eld, med oklar avsikt-institutionellt boende-andra aktiviteter",,
Y2619,"Exponering för rök och öppen eld, med oklar avsikt-institutionellt boende-ospec aktiviteter",,
Y2620,"Exponering för rök och öppen eld, med oklar avsikt-skola, offentlig lokal-idrott",,
Y2621,"Exponering för rök och öppen eld, med oklar avsikt-skola, offentlig lokal-lek,fritid",,
Y2622,"Exponering för rök och öppen eld, med oklar avsikt-skola, offentlig lokal-förvärvsarbete",,
Y2623,"Exponering för rök och öppen eld, med oklar avsikt-skola, offentlig lokal-annan sysselsättning",,
Y2624,"Exponering för rök och öppen eld, med oklar avsikt-skola, offentlig lokal-vitalaktivitet",,
Y2628,"Exponering för rök och öppen eld, med oklar avsikt-skola, offentlig lokal-andra aktiviteter",,
Y2629,"Exponering för rök och öppen eld, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter",,
Y2630,"Exponering för rök och öppen eld, med oklar avsikt-idrottsanläggning-idrott",,
Y2631,"Exponering för rök och öppen eld, med oklar avsikt-idrottsanläggning-lek,fritid",,
Y2632,"Exponering för rök och öppen eld, med oklar avsikt-idrottsanläggning-förvärvsarbete",,
Y2633,"Exponering för rök och öppen eld, med oklar avsikt-idrottsanläggning-annan sysselsättning",,
Y2634,"Exponering för rök och öppen eld, med oklar avsikt-idrottsanläggning-vitalaktivitet",,
Y2638,"Exponering för rök och öppen eld, med oklar avsikt-idrottsanläggning-andra aktiviteter",,
Y2639,"Exponering för rök och öppen eld, med oklar avsikt-idrottsanläggning-ospec aktiviteter",,
Y2640,"Exponering för rök och öppen eld, med oklar avsikt-gata-idrott",,
Y2641,"Exponering för rök och öppen eld, med oklar avsikt-gata-lek,fritid",,
Y2642,"Exponering för rök och öppen eld, med oklar avsikt-gata-förvärvsarbete",,
Y2643,"Exponering för rök och öppen eld, med oklar avsikt-gata-annan sysselsättning",,
Y2644,"Exponering för rök och öppen eld, med oklar avsikt-gata-vitalaktivitet",,
Y2648,"Exponering för rök och öppen eld, med oklar avsikt-gata-andra aktiviteter",,
Y2649,"Exponering för rök och öppen eld, med oklar avsikt-gata-ospec aktiviteter",,
Y2650,"Exponering för rök och öppen eld, med oklar avsikt-serviceområde-idrott",,
Y2651,"Exponering för rök och öppen eld, med oklar avsikt-serviceområde-lek,fritid",,
Y2652,"Exponering för rök och öppen eld, med oklar avsikt-serviceområde-förvärvsarbete",,
Y2653,"Exponering för rök och öppen eld, med oklar avsikt-serviceområde-annan sysselsättning",,
Y2654,"Exponering för rök och öppen eld, med oklar avsikt-serviceområde-vitalaktivitet",,
Y2658,"Exponering för rök och öppen eld, med oklar avsikt-serviceområde-andra aktiviteter",,
Y2659,"Exponering för rök och öppen eld, med oklar avsikt-serviceområde-ospec aktiviteter",,
Y2660,"Exponering för rök och öppen eld, med oklar avsikt-industriområde-idrott",,
Y2661,"Exponering för rök och öppen eld, med oklar avsikt-industriområde-lek,fritid",,
Y2662,"Exponering för rök och öppen eld, med oklar avsikt-industriområde-förvärvsarbete",,
Y2663,"Exponering för rök och öppen eld, med oklar avsikt-industriområde-annan sysselsättning",,
Y2664,"Exponering för rök och öppen eld, med oklar avsikt-industriområde-vitalaktivitet",,
Y2668,"Exponering för rök och öppen eld, med oklar avsikt-industriområde-andra aktiviteter",,
Y2669,"Exponering för rök och öppen eld, med oklar avsikt-industriområde-ospec aktiviteter",,
Y2670,"Exponering för rök och öppen eld, med oklar avsikt-lantbruksområde-idrott",,
Y2671,"Exponering för rök och öppen eld, med oklar avsikt-lantbruksområde-lek,fritid",,
Y2672,"Exponering för rök och öppen eld, med oklar avsikt-lantbruksområde-förvärvsarbete",,
Y2673,"Exponering för rök och öppen eld, med oklar avsikt-lantbruksområde-annan sysselsättning",,
Y2674,"Exponering för rök och öppen eld, med oklar avsikt-lantbruksområde-vitalaktivitet",,
Y2678,"Exponering för rök och öppen eld, med oklar avsikt-lantbruksområde-andra aktiviteter",,
Y2679,"Exponering för rök och öppen eld, med oklar avsikt-lantbruksområde-ospec aktiviteter",,
Y2680,"Exponering för rök och öppen eld, med oklar avsikt-andra områden-idrott",,
Y2681,"Exponering för rök och öppen eld, med oklar avsikt-andra områden-lek,fritid",,
Y2682,"Exponering för rök och öppen eld, med oklar avsikt-andra områden-förvärvsarbete",,
Y2683,"Exponering för rök och öppen eld, med oklar avsikt-andra områden-annan sysselsättning",,
Y2684,"Exponering för rök och öppen eld, med oklar avsikt-andra områden-vitalaktivitet",,
Y2688,"Exponering för rök och öppen eld, med oklar avsikt-andra områden-andra aktiviteter",,
Y2689,"Exponering för rök och öppen eld, med oklar avsikt-andra områden-ospec aktiviteter",,
Y2690,"Exponering för rök och öppen eld, med oklar avsikt-ospec område-idrott",,
Y2691,"Exponering för rök och öppen eld, med oklar avsikt-ospec område-lek,fritid",,
Y2692,"Exponering för rök och öppen eld, med oklar avsikt-ospec område-förvärvsarbete",,
Y2693,"Exponering för rök och öppen eld, med oklar avsikt-ospec område-annan sysselsättning",,
Y2694,"Exponering för rök och öppen eld, med oklar avsikt-ospec område-vitalaktivitet",,
Y2698,"Exponering för rök och öppen eld, med oklar avsikt-ospec område-andra aktiviteter",,
Y2699,"Exponering för rök och öppen eld, med oklar avsikt-ospec område-ospec aktiviteter",,
Y27,"Contact with steam, hot vapours and hot objects, undetermined intent",,
Y2700,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-bostad-idrott",,
Y2701,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-bostad-lek,fritid",,
Y2702,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-bostad-förvärvsarbete",,
Y2703,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-bostad-annan sysselsättning",,
Y2704,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-bostad-vitalaktivitet",,
Y2708,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-bostad-andra aktiviteter",,
Y2709,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-bostad-ospec aktiviteter",,
Y2710,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-institutionellt boende-idrott",,
Y2711,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-institutionellt boende-lek,fritid",,
Y2712,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-institutionellt boende-förvärvsarbete",,
Y2713,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-institutionellt boende-annan sysselsättning",,
Y2714,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-institutionellt boende-vitalaktivitet",,
Y2718,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-institutionellt boende-andra aktiviteter",,
Y2719,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-institutionellt boende-ospec aktiviteter",,
Y2720,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-skola, offentlig lokal-idrott",,
Y2721,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-skola, offentlig lokal-lek,fritid",,
Y2722,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-skola, offentlig lokal-förvärvsarbete",,
Y2723,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-skola, offentlig lokal-annan sysselsättning",,
Y2724,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-skola, offentlig lokal-vitalaktivitet",,
Y2728,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-skola, offentlig lokal-andra aktiviteter",,
Y2729,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter",,
Y2730,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-idrottsanläggning-idrott",,
Y2731,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-idrottsanläggning-lek,fritid",,
Y2732,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-idrottsanläggning-förvärvsarbete",,
Y2733,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-idrottsanläggning-annan sysselsättning",,
Y2734,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-idrottsanläggning-vitalaktivitet",,
Y2738,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-idrottsanläggning-andra aktiviteter",,
Y2739,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-idrottsanläggning-ospec aktiviteter",,
Y2740,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-gata-idrott",,
Y2741,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-gata-lek,fritid",,
Y2742,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-gata-förvärvsarbete",,
Y2743,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-gata-annan sysselsättning",,
Y2744,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-gata-vitalaktivitet",,
Y2748,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-gata-andra aktiviteter",,
Y2749,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-gata-ospec aktiviteter",,
Y2750,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-serviceområde-idrott",,
Y2751,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-serviceområde-lek,fritid",,
Y2752,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-serviceområde-förvärvsarbete",,
Y2753,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-serviceområde-annan sysselsättning",,
Y2754,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-serviceområde-vitalaktivitet",,
Y2758,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-serviceområde-andra aktiviteter",,
Y2759,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-serviceområde-ospec aktiviteter",,
Y2760,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-industriområde-idrott",,
Y2761,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-industriområde-lek,fritid",,
Y2762,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-industriområde-förvärvsarbete",,
Y2763,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-industriområde-annan sysselsättning",,
Y2764,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-industriområde-vitalaktivitet",,
Y2768,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-industriområde-andra aktiviteter",,
Y2769,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-industriområde-ospec aktiviteter",,
Y2770,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-lantbruksområde-idrott",,
Y2771,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-lantbruksområde-lek,fritid",,
Y2772,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-lantbruksområde-förvärvsarbete",,
Y2773,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-lantbruksområde-annan sysselsättning",,
Y2774,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-lantbruksområde-vitalaktivitet",,
Y2778,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-lantbruksområde-andra aktiviteter",,
Y2779,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-lantbruksområde-ospec aktiviteter",,
Y2780,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-andra områden-idrott",,
Y2781,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-andra områden-lek,fritid",,
Y2782,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-andra områden-förvärvsarbete",,
Y2783,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-andra områden-annan sysselsättning",,
Y2784,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-andra områden-vitalaktivitet",,
Y2788,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-andra områden-andra aktiviteter",,
Y2789,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-andra områden-ospec aktiviteter",,
Y2790,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-ospec område-idrott",,
Y2791,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-ospec område-lek,fritid",,
Y2792,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-ospec område-förvärvsarbete",,
Y2793,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-ospec område-annan sysselsättning",,
Y2794,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-ospec område-vitalaktivitet",,
Y2798,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-ospec område-andra aktiviteter",,
Y2799,"Exponering för vattenånga, andra heta ångor och heta föremål, med oklar avsikt-ospec område-ospec aktiviteter",,
Y28,"Contact with sharp object, undetermined intent",,
Y2800,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-bostad-idrott",,
Y2801,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-bostad-lek,fritid",,
Y2802,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-bostad-förvärvsarbete",,
Y2803,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-bostad-annan sysselsättning",,
Y2804,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-bostad-vitalaktivitet",,
Y2808,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-bostad-andra aktiviteter",,
Y2809,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-bostad-ospec aktiviteter",,
Y2810,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-institutionellt boende-idrott",,
Y2811,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-institutionellt boende-lek,fritid",,
Y2812,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-institutionellt boende-förvärvsarbete",,
Y2813,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-institutionellt boende-annan sysselsättning",,
Y2814,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-institutionellt boende-vitalaktivitet",,
Y2818,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-institutionellt boende-andra aktiviteter",,
Y2819,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-institutionellt boende-ospec aktiviteter",,
Y2820,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-skola, offentlig lokal-idrott",,
Y2821,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-skola, offentlig lokal-lek,fritid",,
Y2822,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-skola, offentlig lokal-förvärvsarbete",,
Y2823,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-skola, offentlig lokal-annan sysselsättning",,
Y2824,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-skola, offentlig lokal-vitalaktivitet",,
Y2828,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-skola, offentlig lokal-andra aktiviteter",,
Y2829,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter",,
Y2830,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-idrottsanläggning-idrott",,
Y2831,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-idrottsanläggning-lek,fritid",,
Y2832,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-idrottsanläggning-förvärvsarbete",,
Y2833,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-idrottsanläggning-annan sysselsättning",,
Y2834,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-idrottsanläggning-vitalaktivitet",,
Y2838,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-idrottsanläggning-andra aktiviteter",,
Y2839,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-idrottsanläggning-ospec aktiviteter",,
Y2840,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-gata-idrott",,
Y2841,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-gata-lek,fritid",,
Y2842,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-gata-förvärvsarbete",,
Y2843,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-gata-annan sysselsättning",,
Y2844,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-gata-vitalaktivitet",,
Y2848,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-gata-andra aktiviteter",,
Y2849,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-gata-ospec aktiviteter",,
Y2850,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-serviceområde-idrott",,
Y2851,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-serviceområde-lek,fritid",,
Y2852,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-serviceområde-förvärvsarbete",,
Y2853,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-serviceområde-annan sysselsättning",,
Y2854,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-serviceområde-vitalaktivitet",,
Y2858,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-serviceområde-andra aktiviteter",,
Y2859,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-serviceområde-ospec aktiviteter",,
Y2860,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-industriområde-idrott",,
Y2861,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-industriområde-lek,fritid",,
Y2862,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-industriområde-förvärvsarbete",,
Y2863,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-industriområde-annan sysselsättning",,
Y2864,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-industriområde-vitalaktivitet",,
Y2868,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-industriområde-andra aktiviteter",,
Y2869,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-industriområde-ospec aktiviteter",,
Y2870,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-lantbruksområde-idrott",,
Y2871,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-lantbruksområde-lek,fritid",,
Y2872,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-lantbruksområde-förvärvsarbete",,
Y2873,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-lantbruksområde-annan sysselsättning",,
Y2874,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-lantbruksområde-vitalaktivitet",,
Y2878,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-lantbruksområde-andra aktiviteter",,
Y2879,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-lantbruksområde-ospec aktiviteter",,
Y2880,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-andra områden-idrott",,
Y2881,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-andra områden-lek,fritid",,
Y2882,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-andra områden-förvärvsarbete",,
Y2883,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-andra områden-annan sysselsättning",,
Y2884,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-andra områden-vitalaktivitet",,
Y2888,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-andra områden-andra aktiviteter",,
Y2889,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-andra områden-ospec aktiviteter",,
Y2890,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-ospec område-idrott",,
Y2891,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-ospec område-lek,fritid",,
Y2892,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-ospec område-förvärvsarbete",,
Y2893,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-ospec område-annan sysselsättning",,
Y2894,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-ospec område-vitalaktivitet",,
Y2898,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-ospec område-andra aktiviteter",,
Y2899,"Skadehändelse med skärande eller stickande föremål, med oklar avsikt-ospec område-ospec aktiviteter",,
Y29,"Contact with blunt object, undetermined intent",,
Y2900,"Skadehändelse med trubbigt föremål, med oklar avsikt-bostad-idrott",,
